wav	int
900.0	1.2249780498273488
900.02	1.2249434255108933
900.04	1.224908802050519
900.06	1.2248741794462144
900.08	1.2248395576979665
900.1	1.2248049368057639
900.12	1.2247703167695947
900.14	1.224735697589446
900.16	1.2247010792653066
900.18	1.2246664617971645
900.2	1.2246318451850073
900.22	1.224597229428823
900.24	1.2245626145285995
900.26	1.224528000484325
900.28	1.224493387295988
900.3	1.2244587749635754
900.32	1.2244241634870756
900.34	1.224389552866477
900.36	1.2243549431017668
900.38	1.2243203341929334
900.4	1.224285726139965
900.42	1.2242511189428489
900.44	1.2242165126015738
900.46	1.2241819071161277
900.48	1.2241473024864982
900.5	1.2241126987126727
900.52	1.22407809579464
900.54	1.224043493732388
900.56	1.2240088925259047
900.58	1.2239742921751782
900.6	1.2239396926801958
900.62	1.2239050940409455
900.64	1.2238704962574163
900.66	1.2238358993295952
900.68	1.2238013032574704
900.7	1.2237667080410304
900.72	1.2237321136802624
900.74	1.2236975201751548
900.76	1.2236629275256954
900.78	1.2236283357318722
900.8	1.223593744793673
900.82	1.2235591547110867
900.84	1.2235245654841003
900.86	1.223489977112702
900.88	1.22345538959688
900.9	1.223420802936622
900.92	1.2233862171319163
900.94	1.2233516321827502
900.96	1.2233170480891125
900.98	1.2232824648509906
901.0	1.2232478824683726
901.02	1.2232133009412465
901.04	1.223178720269601
901.06	1.2231441404534227
901.08	1.2231095614927006
901.1	1.2230749833874222
901.12	1.2230404061375761
901.14	1.223005829743149
901.16	1.22297125420413
901.18	1.2229366795205072
901.2	1.222902105692267
901.22	1.2228675327193999
901.24	1.2228329606018917
901.26	1.222798389339731
901.28	1.2227638189329064
901.3	1.2227292493814053
901.32	1.222694680685216
901.34	1.2226601128443255
901.36	1.2226255458587227
901.38	1.2225909797283958
901.4	1.222556414453332
901.42	1.2225218500335198
901.44	1.222487286468947
901.46	1.222452723759602
901.48	1.2224181619054717
901.5	1.222383600906545
901.52	1.2223490407628095
901.54	1.2223144814742535
901.56	1.2222799230408645
901.58	1.222245365462631
901.6	1.2222108087395407
901.62	1.2221762528715818
901.64	1.2221416978587414
901.66	1.2221071437010087
901.68	1.2220725903983707
901.7	1.2220380379508158
901.72	1.222003486358332
901.74	1.2219689356209074
901.76	1.2219343857385296
901.78	1.2218998367111873
901.8	1.2218652885388677
901.82	1.2218307412215588
901.84	1.2217961947592488
901.86	1.2217616491519256
901.88	1.2217271043995777
901.9	1.2216925605021922
901.92	1.2216580174597578
901.94	1.2216234752722617
901.96	1.2215889339396928
901.98	1.221554393462038
902.0	1.2215198538392864
902.02	1.2214853150714255
902.04	1.221450777158443
902.06	1.2214162401003272
902.08	1.2213817038970662
902.1	1.2213471685486479
902.12	1.2213126340550593
902.14	1.22127810041629
902.16	1.2212435676323268
902.18	1.2212090357031582
902.2	1.221174504628772
902.22	1.2211399744091562
902.24	1.2211054450442989
902.26	1.2210709165341878
902.28	1.221036388878811
902.3	1.2210018620781564
902.32	1.2209673361322126
902.34	1.2209328110409667
902.36	1.2208982868044072
902.38	1.2208637634225215
902.4	1.2208292408952983
902.42	1.220794719222725
902.44	1.22076019840479
902.46	1.220725678441481
902.48	1.2206911593327863
902.5	1.2206566410786936
902.52	1.220622123679191
902.54	1.220587607134266
902.56	1.2205530914439076
902.58	1.2205185766081024
902.6	1.2204840626268396
902.62	1.2204495495001062
902.64	1.2204150372278912
902.66	1.2203805258101819
902.68	1.220346015246966
902.7	1.2203115055382325
902.72	1.2202769966839688
902.74	1.2202424886841623
902.76	1.2202079815388018
902.78	1.2201734752478746
902.8	1.2201389698113698
