wav	int
900.0	1.2351208455198701
900.02	1.2350856301427973
900.04	1.2350504156542148
900.06	1.235015202054111
900.08	1.234979989342473
900.1	1.2349447775192874
900.12	1.2349095665845422
900.14	1.2348743565382234
900.16	1.2348391473803193
900.18	1.234803939110817
900.2	1.2347687317297034
900.22	1.2347335252369656
900.24	1.2346983196325911
900.26	1.234663114916567
900.28	1.234627911088881
900.3	1.2345927081495196
900.32	1.2345575060984704
900.34	1.2345223049357208
900.36	1.2344871046612576
900.38	1.2344519052750675
900.4	1.2344167067771394
900.42	1.234381509167459
900.44	1.2343463124460146
900.46	1.2343111166127922
900.48	1.2342759216677806
900.5	1.2342407276109655
900.52	1.2342055344423348
900.54	1.2341703421618762
900.56	1.2341351507695757
900.58	1.2340999602654215
900.6	1.2340647706494003
900.62	1.2340295819215
900.64	1.2339943940817073
900.66	1.2339592071300092
900.68	1.2339240210663938
900.7	1.2338888358908475
900.72	1.2338536516033576
900.74	1.2338184682039113
900.76	1.2337832856924964
900.78	1.2337481040690996
900.8	1.233712923333708
900.82	1.2336777434863095
900.84	1.233642564526891
900.86	1.2336073864554395
900.88	1.233572209271942
900.9	1.2335370329763868
900.92	1.23350185756876
900.94	1.2334666830490493
900.96	1.233431509417242
900.98	1.2333963366733245
901.0	1.2333611648172853
901.02	1.2333259938491106
901.04	1.2332908237687885
901.06	1.2332556545763056
901.08	1.2332204862716492
901.1	1.2331853188548065
901.12	1.2331501523257649
901.14	1.2331149866845115
901.16	1.2330798219310333
901.18	1.2330446580653185
901.2	1.233009495087353
901.22	1.232974332997125
901.24	1.2329391717946212
901.26	1.2329040114798286
901.28	1.2328688520527356
901.3	1.232833693513328
901.32	1.2327985358615938
901.34	1.2327633790975199
901.36	1.232728223221094
901.38	1.232693068232303
901.4	1.2326579141311338
901.42	1.2326227609175742
901.44	1.2325876085916112
901.46	1.232552457153232
901.48	1.2325173066024238
901.5	1.2324821569391737
901.52	1.2324470081634693
901.54	1.2324118602752974
901.56	1.2323767132746455
901.58	1.2323415671615006
901.6	1.2323064219358502
901.62	1.2322712775976812
901.64	1.232236134146981
901.66	1.232200991583737
901.68	1.232165849907936
901.7	1.2321307091195655
901.72	1.2320955692186126
901.74	1.232060430205065
901.76	1.2320252920789094
901.78	1.2319901548401329
901.8	1.2319550184887234
901.82	1.2319198830246672
901.84	1.2318847484479525
901.86	1.2318496147585656
901.88	1.231814481956494
901.9	1.2317793500417258
901.92	1.231744219014247
901.94	1.2317090888740452
901.96	1.2316739596211081
901.98	1.2316388312554223
902.0	1.2316037037769756
902.02	1.2315685771857547
902.04	1.231533451481747
902.06	1.2314983266649397
902.08	1.2314632027353205
902.1	1.2314280796928758
902.12	1.231392957537593
902.14	1.2313578362694602
902.16	1.2313227158884636
902.18	1.2312875963945908
902.2	1.231252477787829
902.22	1.2312173600681655
902.24	1.2311822432355874
902.26	1.231147127290082
902.28	1.2311120122316366
902.3	1.2310768980602385
902.32	1.2310417847758746
902.34	1.2310066723785318
902.36	1.2309715608681981
902.38	1.2309364502448605
902.4	1.230901340508506
902.42	1.2308662316591221
902.44	1.230831123696696
902.46	1.2307960166212146
902.48	1.2307609104326651
902.5	1.2307258051310355
902.52	1.2306907007163121
902.54	1.2306555971884825
902.56	1.2306204945475339
902.58	1.2305853927934531
902.6	1.2305502919262288
902.62	1.2305151919458464
902.64	1.2304800928522939
902.66	1.2304449946455587
902.68	1.2304098973256279
902.7	1.2303748008924889
902.72	1.2303397053461282
902.74	1.2303046106865334
902.76	1.2302695169136921
902.78	1.2302344240275915
902.8	1.230199332028218
902.82	1.2301642409155598
902.84	1.2301291506896037
902.86	1.2300940613503368
902.88	1.2300589728977467
902.9	1.2300238853318202
902.92	1.2299887986525446
902.94	1.2299537128599074
902.96	1.2299186279538954
902.98	1.2298835439344966
903.0	1.229848460801697
903.02	1.2298133785554852
903.04	1.2297782971958475
903.06	1.2297432167227713
903.08	1.229708137136244
903.1	1.2296730584362525
903.12	1.2296379806227842
903.14	1.2296029036958263
903.16	1.2295678276553663
903.18	1.2295327525013913
903.2	1.229497678233888
903.22	1.229462604852844
903.24	1.2294275323582473
903.26	1.2293924607500841
903.28	1.2293573900283414
903.3	1.2293223201930072
903.32	1.2292872512440687
903.34	1.229252183181512
903.36	1.2292171160053262
903.38	1.229182049715497
903.4	1.2291469843120122
903.42	1.2291119197948592
903.44	1.2290768561640248
903.46	1.2290417934194966
903.48	1.2290067315612614
903.5	1.2289716705893063
903.52	1.2289366105036195
903.54	1.2289015513041872
903.56	1.2288664929909974
903.58	1.2288314355640366
903.6	1.2287963790232923
903.62	1.2287613233687518
903.64	1.2287262686004023
903.66	1.2286912147182312
903.68	1.2286561617222254
903.7	1.2286211096123723
903.72	1.2285860583886592
903.74	1.2285510080510733
903.76	1.2285159585996015
903.78	1.228480910034231
903.8	1.2284458623549497
903.82	1.2284108155617444
903.84	1.228375769654602
903.86	1.2283407246335103
903.88	1.2283056804984562
903.9	1.2282706372494272
903.92	1.2282355948864099
903.94	1.228200553409392
903.96	1.2281655128183608
903.98	1.2281304731133036
904.0	1.2280954342942072
904.02	1.228060396361059
904.04	1.2280253593138462
904.06	1.227990323152556
904.08	1.2279552878771756
904.1	1.2279202534876925
904.12	1.2278852199840935
904.14	1.2278501873663665
904.16	1.2278151556344978
904.18	1.2277801247884756
904.2	1.2277450948282862
904.22	1.2277100657539173
904.24	1.2276750375653562
904.26	1.2276400102625902
904.28	1.2276049838456058
904.3	1.2275699583143909
904.32	1.2275349336689323
904.34	1.2274999099092179
904.36	1.2274648870352343
904.38	1.227429865046969
904.4	1.227394843944409
904.42	1.227359823727542
904.44	1.2273248043963543
904.46	1.2272897859508343
904.48	1.2272547683909678
904.5	1.227219751716744
904.52	1.2271847359281483
904.54	1.2271497210251687
904.56	1.2271147070077923
904.58	1.2270796938760062
904.6	1.2270446816297977
904.62	1.2270096702691542
904.64	1.226974659794063
904.66	1.226939650204511
904.68	1.2269046415004854
904.7	1.226869633681974
904.72	1.2268346267489632
904.74	1.2267996207014407
904.76	1.2267646155393936
904.78	1.2267296112628092
904.8	1.2266946078716743
904.82	1.2266596053659768
904.84	1.226624603745704
904.86	1.226589603010842
904.88	1.2265546031613792
904.9	1.2265196041973032
904.92	1.2264846061185992
904.94	1.2264496089252563
904.96	1.2264146126172604
904.98	1.2263796171946
905.0	1.2263446226572612
905.02	1.226309629005232
905.04	1.226274636238499
905.06	1.2262396443570502
905.08	1.2262046533608724
905.1	1.2261696632499528
905.12	1.2261346740242784
905.14	1.2260996856838369
905.16	1.2260646982286147
905.18	1.2260297116586003
905.2	1.22599472597378
905.22	1.225959741174141
905.24	1.225924757259671
905.26	1.2258897742303572
905.28	1.225854792086186
905.3	1.2258198108271459
905.32	1.225784830453223
905.34	1.2257498509644047
905.36	1.2257148723606792
905.38	1.2256798946420326
905.4	1.2256449178084525
905.42	1.2256099418599262
905.44	1.2255749667964415
905.46	1.2255399926179844
905.48	1.225505019324543
905.5	1.225470046916104
905.52	1.2254350753926548
905.54	1.2254001047541825
905.56	1.2253651350006751
905.58	1.225330166132119
905.6	1.2252951981485014
905.62	1.2252602310498102
905.64	1.225225264836032
905.66	1.2251902995071546
905.68	1.2251553350631645
905.7	1.2251203715040493
905.72	1.2250854088297962
905.74	1.225050447040392
905.76	1.225015486135825
905.78	1.2249805261160813
905.8	1.2249455669811489
905.82	1.2249106087310144
905.84	1.224875651365666
905.86	1.2248406948850894
905.88	1.2248057392892728
905.9	1.2247707845782039
905.92	1.2247358307518688
905.94	1.224700877810255
905.96	1.2246659257533505
905.98	1.2246309745811417
906.0	1.2245960242936162
906.02	1.224561074890761
906.04	1.2245261263725638
906.06	1.2244911787390111
906.08	1.2244562319900902
906.1	1.2244212861257893
906.12	1.2243863411460945
906.14	1.2243513970509936
906.16	1.2243164538404736
906.18	1.2242815115145222
906.2	1.2242465700731258
906.22	1.2242116295162724
906.24	1.2241766898439483
906.26	1.2241417510561419
906.28	1.2241068131528392
906.3	1.2240718761340283
906.32	1.224036939999696
906.34	1.2240020047498301
906.36	1.2239670703844172
906.38	1.2239321369034448
906.4	1.2238972043068999
906.42	1.2238622725947697
906.44	1.223827341767042
906.46	1.2237924118237031
906.48	1.2237574827647413
906.5	1.223722554590143
906.52	1.2236876272998956
906.54	1.2236527008939864
906.56	1.2236177753724025
906.58	1.2235828507351314
906.6	1.2235479269821603
906.62	1.2235130041134763
906.64	1.223478082129066
906.66	1.2234431610289178
906.68	1.2234082408130185
906.7	1.2233733214813547
906.72	1.2233384030339145
906.74	1.223303485470684
906.76	1.223268568791652
906.78	1.2232336529968042
906.8	1.2231987380861291
906.82	1.2231638240596128
906.84	1.2231289109172432
906.86	1.2230939986590073
906.88	1.2230590872848925
906.9	1.2230241767948857
906.92	1.2229892671889744
906.94	1.2229543584671463
906.96	1.2229194506293875
906.98	1.2228845436756857
907.0	1.2228496376060283
907.02	1.2228147324204026
907.04	1.2227798281187954
907.06	1.222744924701194
907.08	1.2227100221675864
907.1	1.2226751205179587
907.12	1.222640219752299
907.14	1.222605319870594
907.16	1.222570420872831
907.18	1.2225355227589974
907.2	1.22250062552908
907.22	1.2224657291830667
907.24	1.2224308337209444
907.26	1.2223959391427002
907.28	1.2223610454483214
907.3	1.2223261526377955
907.32	1.2222912607111092
907.34	1.2222563696682498
907.36	1.2222214795092046
907.38	1.2221865902339613
907.4	1.2221517018425065
907.42	1.222116814334828
907.44	1.2220819277109125
907.46	1.2220470419707474
907.48	1.2220121571143197
907.5	1.2219772731416172
907.52	1.2219423900526267
907.54	1.2219075078473354
907.56	1.221872626525731
907.58	1.2218377460877994
907.6	1.2218028665335299
907.62	1.221767987862908
907.64	1.2217331100759214
907.66	1.2216982331725574
907.68	1.2216633571528037
907.7	1.221628482016647
907.72	1.2215936077640743
907.74	1.2215587343950733
907.76	1.221523861909631
907.78	1.2214889903077346
907.8	1.2214541195893716
907.82	1.2214192497545284
907.84	1.221384380803194
907.86	1.2213495127353535
907.88	1.2213146455509956
907.9	1.2212797792501062
907.92	1.2212449138326742
907.94	1.2212100492986853
907.96	1.2211751856481277
907.98	1.221140322880988
908.0	1.2211054609972538
908.02	1.2210705999969125
908.04	1.221035739879951
908.06	1.2210008806463566
908.08	1.2209660222961163
908.1	1.2209311648292178
908.12	1.2208963082456477
908.14	1.2208614525453938
908.16	1.2208265977284427
908.18	1.2207917437947824
908.2	1.2207568907443993
908.22	1.2207220385772817
908.24	1.2206871872934155
908.26	1.220652336892789
908.28	1.2206174873753892
908.3	1.2205826387412027
908.32	1.2205477909902174
908.34	1.22051294412242
908.36	1.2204780981377985
908.38	1.220443253036339
908.4	1.2204084088180298
908.42	1.2203735654828578
908.44	1.2203387230308094
908.46	1.220303881461873
908.48	1.2202690407760355
908.5	1.2202342009732834
908.52	1.220199362053605
908.54	1.2201645240169865
908.56	1.2201296868634162
908.58	1.2200948505928806
908.6	1.2200600152053669
908.62	1.2200251807008622
908.64	1.2199903470793547
908.66	1.2199555143408305
908.68	1.2199206824852773
908.7	1.2198858515126823
908.72	1.2198510214230327
908.74	1.2198161922163158
908.76	1.2197813638925188
908.78	1.219746536451629
908.8	1.2197117098936328
908.82	1.219676884218519
908.84	1.2196420594262736
908.86	1.2196072355168839
908.88	1.2195724124903373
908.9	1.219537590346621
908.92	1.2195027690857227
908.94	1.219467948707629
908.96	1.219433129212328
908.98	1.2193983105998056
909.0	1.2193634928700499
909.02	1.2193286760230482
909.04	1.2192938600587873
909.06	1.2192590449772542
909.08	1.219224230778437
909.1	1.2191894174623223
909.12	1.2191546050288973
909.14	1.2191197934781495
909.16	1.2190849828100658
909.18	1.2190501730246337
909.2	1.2190153641218402
909.22	1.2189805561016727
909.24	1.2189457489641187
909.26	1.2189109427091644
909.28	1.2188761373367987
909.3	1.2188413328470071
909.32	1.2188065292397778
909.34	1.2187717265150977
