col1,col2
0.90942,0.996958
0.90944,0.994706
0.90946,0.977142
0.90948,0.912766
0.9095,0.866149
0.90952,0.928279
0.90954,0.981617
0.90956,0.992233
0.90958,0.985872
0.9096,0.944645
0.90962,0.869695
0.90964,0.886559
0.90966,0.960278
0.90968,0.988353
0.9097,0.993005
0.90972,0.98914
0.90974,0.97131
0.90976,0.943619
0.90978,0.922463
0.9098,0.951743
0.90982,0.986904
0.90984,0.995726
0.90986,0.997561
0.90988,0.998809
0.9099,0.999258
0.90992,0.999434
0.90994,0.999423
0.90996,0.999139
0.90998,0.998189
0.91,0.995962
0.91002,0.994018
0.91004,0.99078
0.91006,0.975634
0.91008,0.941468
0.9101,0.927102
0.91012,0.959991
0.91014,0.984576
0.91016,0.985377
0.91018,0.962482
0.9102,0.860594
0.91022,0.698139
0.91024,0.738188
0.91026,0.872535
0.91028,0.863926
0.9103,0.810528
0.91032,0.882769
0.91034,0.964186
0.91036,0.986646
0.91038,0.988211
0.9104,0.986094
0.91042,0.99157
0.91044,0.996822
0.91046,0.998261
0.91048,0.99863
0.9105,0.99884
0.91052,0.998651
0.91054,0.998161
0.91056,0.99849
0.91058,0.999073
0.9106,0.999219
0.91062,0.999036
0.91064,0.998775
0.91066,0.998448
0.91068,0.997756
0.9107,0.996661
0.91072,0.993359
0.91074,0.979114
0.91076,0.912125
0.91078,0.778406
0.9108,0.787371
0.91082,0.920646
0.91084,0.971473
0.91086,0.958027
0.91088,0.954077
0.9109,0.970499
0.91092,0.950728
0.91094,0.888805
0.91096,0.827043
0.91098,0.82897
0.911,0.886514
0.91102,0.952097
0.91104,0.953501
0.91106,0.913706
0.91108,0.870151
0.9111,0.910211
0.91112,0.973474
0.91114,0.993459
0.91116,0.99698
0.91118,0.997145
0.9112,0.997663
0.91122,0.998904
0.91124,0.999217
0.91126,0.997781
0.91128,0.992037
0.9113,0.988591
0.91132,0.994707
0.91134,0.999039
0.91136,0.999882
0.91138,0.999988
0.9114,0.999888
0.91142,0.998912
0.91144,0.997061
0.91146,0.997754
0.91148,0.999167
0.9115,0.998179
0.91152,0.991673
0.91154,0.982393
0.91156,0.987116
0.91158,0.995939
0.9116,0.998264
0.91162,0.997872
0.91164,0.99817
0.91166,0.997
0.91168,0.993994
0.9117,0.995084
0.91172,0.99806
0.91174,0.998429
0.91176,0.996642
0.91178,0.989065
0.9118,0.965048
0.91182,0.956424
0.91184,0.981187
0.91186,0.994203
0.91188,0.994063
0.9119,0.988494
0.91192,0.968379
0.91194,0.9473
0.91196,0.955023
0.91198,0.96163
0.912,0.963768
0.91202,0.937634
0.91204,0.851197
0.91206,0.844062
0.91208,0.922204
0.9121,0.913129
0.91212,0.756107
0.91214,0.599076
0.91216,0.732131
0.91218,0.914219
0.9122,0.974345
0.91222,0.987848
0.91224,0.99121
0.91226,0.991762
0.91228,0.99364
0.9123,0.994007
0.91232,0.99124
0.91234,0.992919
0.91236,0.996783
0.91238,0.998548
0.9124,0.999057
0.91242,0.999199
0.91244,0.999288
0.91246,0.999312
0.91248,0.999289
0.9125,0.999407
0.91252,0.999497
0.91254,0.999494
0.91256,0.99927
0.91258,0.998679
0.9126,0.996328
0.91262,0.985252
0.91264,0.965386
0.91266,0.954712
0.91268,0.952091
0.9127,0.967337
0.91272,0.970193
0.91274,0.970849
0.91276,0.986929
0.91278,0.996784
0.9128,0.998217
0.91282,0.99785
0.91284,0.998672
0.91286,0.999062
0.91288,0.99761
0.9129,0.99275
0.91292,0.991296
0.91294,0.993598
0.91296,0.992571
0.91298,0.991815
0.913,0.978933
0.91302,0.939787
0.91304,0.930877
0.91306,0.958547
0.91308,0.933008
0.9131,0.853415
0.91312,0.854875
0.91314,0.941437
0.91316,0.972176
0.91318,0.973296
0.9132,0.959047
0.91322,0.891565
0.91324,0.856211
0.91326,0.9033
0.91328,0.858388
0.9133,0.692348
0.91332,0.70383
0.91334,0.876754
0.91336,0.962194
0.91338,0.980005
0.9134,0.987153
0.91342,0.991992
0.91344,0.991707
0.91346,0.979528
0.91348,0.939149
0.9135,0.922176
0.91352,0.964454
0.91354,0.990912
0.91356,0.99584
0.91358,0.99624
0.9136,0.995921
0.91362,0.993833
0.91364,0.981039
0.91366,0.933376
0.91368,0.891688
0.9137,0.91993
0.91372,0.927879
0.91374,0.931884
0.91376,0.950842
0.91378,0.964063
0.9138,0.968048
0.91382,0.922553
0.91384,0.806883
0.91386,0.783045
0.91388,0.794557
0.9139,0.664427
0.91392,0.683247
0.91394,0.793322
0.91396,0.821318
0.91398,0.907862
0.914,0.973279
0.91402,0.990071
0.91404,0.994157
0.91406,0.995883
0.91408,0.996646
0.9141,0.997175
0.91412,0.997839
0.91414,0.998052
0.91416,0.997916
0.91418,0.997982
0.9142,0.995706
0.91422,0.989856
0.91424,0.990026
0.91426,0.990874
0.91428,0.975969
0.9143,0.96627
0.91432,0.978862
0.91434,0.980284
0.91436,0.978061
0.91438,0.98766
0.9144,0.995571
0.91442,0.998391
0.91444,0.999361
0.91446,0.999341
0.91448,0.996665
0.9145,0.986524
0.91452,0.9787
0.91454,0.986871
0.91456,0.988216
0.91458,0.977567
0.9146,0.974485
0.91462,0.98066
0.91464,0.964143
0.91466,0.931449
0.91468,0.943448
0.9147,0.959487
0.91472,0.975015
0.91474,0.992655
0.91476,0.997956
0.91478,0.997626
0.9148,0.9917
0.91482,0.986324
0.91484,0.988908
0.91486,0.987613
0.91488,0.990522
0.9149,0.994703
0.91492,0.990313
0.91494,0.988724
0.91496,0.99266
0.91498,0.997009
0.915,0.999221
0.91502,0.997898
0.91504,0.993206
0.91506,0.992268
0.91508,0.993327
0.9151,0.98296
0.91512,0.975458
0.91514,0.986009
0.91516,0.995646
0.91518,0.997862
0.9152,0.995416
0.91522,0.978654
0.91524,0.929702
0.91526,0.910607
0.91528,0.955408
0.9153,0.977247
0.91532,0.967807
0.91534,0.970491
0.91536,0.985976
0.91538,0.987002
0.9154,0.96165
0.91542,0.926095
0.91544,0.924188
0.91546,0.929148
0.91548,0.910795
0.9155,0.838664
0.91552,0.808466
0.91554,0.806932
0.91556,0.756537
0.91558,0.805774
0.9156,0.931033
0.91562,0.980751
0.91564,0.989362
0.91566,0.988785
0.91568,0.987758
0.9157,0.987979
0.91572,0.983243
0.91574,0.961962
0.91576,0.871413
0.91578,0.666186
0.9158,0.527335
0.91582,0.554776
0.91584,0.71569
0.91586,0.863321
0.91588,0.93435
0.9159,0.962462
0.91592,0.944206
0.91594,0.938493
0.91596,0.972895
0.91598,0.992094
0.916,0.995355
0.91602,0.995012
0.91604,0.994842
0.91606,0.995491
0.91608,0.99703
0.9161,0.996514
0.91612,0.995904
0.91614,0.997265
0.91616,0.998342
0.91618,0.99772
0.9162,0.99418
0.91622,0.979433
0.91624,0.94156
0.91626,0.912356
0.91628,0.946935
0.9163,0.974802
0.91632,0.948627
0.91634,0.91472
0.91636,0.946331
0.91638,0.985583
0.9164,0.996352
0.91642,0.998267
0.91644,0.998074
0.91646,0.994602
0.91648,0.98616
0.9165,0.973055
0.91652,0.97453
0.91654,0.990305
0.91656,0.997103
0.91658,0.996431
0.9166,0.989883
0.91662,0.97269
0.91664,0.960421
0.91666,0.964603
0.91668,0.975128
0.9167,0.987613
0.91672,0.991907
0.91674,0.996585
0.91676,0.999284
0.91678,0.999732
0.9168,0.999836
0.91682,0.999959
0.91684,0.999885
0.91686,0.999521
0.91688,0.999331
0.9169,0.999402
0.91692,0.998917
0.91694,0.996156
0.91696,0.986172
0.91698,0.975562
0.917,0.977903
0.91702,0.953933
0.91704,0.907203
0.91706,0.933346
0.91708,0.979673
0.9171,0.983913
0.91712,0.965145
0.91714,0.965028
0.91716,0.970714
0.91718,0.954882
0.9172,0.964745
0.91722,0.988937
0.91724,0.997638
0.91726,0.998981
0.91728,0.997924
0.9173,0.99203
0.91732,0.986173
0.91734,0.989115
0.91736,0.990284
0.91738,0.990084
0.9174,0.984459
0.91742,0.978842
0.91744,0.983421
0.91746,0.984394
0.91748,0.957668
0.9175,0.922835
0.91752,0.89826
0.91754,0.875587
0.91756,0.925413
0.91758,0.974448
0.9176,0.979727
0.91762,0.948076
0.91764,0.824484
0.91766,0.667604
0.91768,0.723254
0.9177,0.875059
0.91772,0.944009
0.91774,0.932375
0.91776,0.854947
0.91778,0.817412
0.9178,0.913289
0.91782,0.976795
0.91784,0.984902
0.91786,0.983071
0.91788,0.979001
0.9179,0.955145
0.91792,0.886215
0.91794,0.816818
0.91796,0.877906
0.91798,0.963333
0.918,0.990685
0.91802,0.995654
0.91804,0.996188
0.91806,0.9925
0.91808,0.974962
0.9181,0.948708
0.91812,0.961922
0.91814,0.988273
0.91816,0.993276
0.91818,0.990272
0.9182,0.993257
0.91822,0.99745
0.91824,0.998135
0.91826,0.996817
0.91828,0.996623
0.9183,0.996904
0.91832,0.993399
0.91834,0.972983
0.91836,0.919647
0.91838,0.908348
0.9184,0.961775
0.91842,0.989166
0.91844,0.98859
0.91846,0.98517
0.91848,0.99172
0.9185,0.996195
0.91852,0.995983
0.91854,0.994687
0.91856,0.992422
0.91858,0.983139
0.9186,0.972595
0.91862,0.977464
0.91864,0.982775
0.91866,0.951081
0.91868,0.862869
0.9187,0.845933
0.91872,0.898362
0.91874,0.859875
0.91876,0.859897
0.91878,0.943167
0.9188,0.985572
0.91882,0.994594
0.91884,0.996671
0.91886,0.995613
0.91888,0.988798
0.9189,0.983658
0.91892,0.989769
0.91894,0.995541
0.91896,0.994298
0.91898,0.991687
0.919,0.994441
0.91902,0.996437
0.91904,0.996973
0.91906,0.998304
0.91908,0.998772
0.9191,0.999415
0.91912,0.999855
0.91914,0.999955
0.91916,0.99997
0.91918,0.999856
0.9192,0.999567
0.91922,0.998624
0.91924,0.992642
0.91926,0.975216
0.91928,0.970939
0.9193,0.988683
0.91932,0.997655
0.91934,0.998973
0.91936,0.998542
0.91938,0.994237
0.9194,0.98243
0.91942,0.9802
0.91944,0.991071
0.91946,0.992542
0.91948,0.969878
0.9195,0.919848
0.91952,0.925085
0.91954,0.974689
0.91956,0.994647
0.91958,0.998254
0.9196,0.99903
0.91962,0.999232
0.91964,0.999235
0.91966,0.999213
0.91968,0.9988
0.9197,0.997504
0.91972,0.994727
0.91974,0.98275
0.91976,0.921797
0.91978,0.805481
0.9198,0.807619
0.91982,0.897399
0.91984,0.893233
0.91986,0.894132
0.91988,0.959451
0.9199,0.991494
0.91992,0.99736
0.91994,0.998566
0.91996,0.998712
0.91998,0.998085
0.92,0.99797
0.92002,0.998458
0.92004,0.999407
0.92006,0.999867
0.92008,0.999528
0.9201,0.998708
0.92012,0.99728
0.92014,0.989457
0.92016,0.979965
0.92018,0.987518
0.9202,0.996638
0.92022,0.998646
0.92024,0.99933
0.92026,0.999817
0.92028,0.999506
0.9203,0.998616
0.92032,0.997796
0.92034,0.996236
0.92036,0.996367
0.92038,0.998326
0.9204,0.999603
0.92042,0.999957
0.92044,0.999942
0.92046,0.99966
0.92048,0.999451
0.9205,0.999763
0.92052,0.999972
0.92054,0.999999
0.92056,0.999964
0.92058,0.999664
0.9206,0.998987
0.92062,0.998715
0.92064,0.998814
0.92066,0.998066
0.92068,0.993696
0.9207,0.99121
0.92072,0.995657
0.92074,0.998374
0.92076,0.996974
0.92078,0.984285
0.9208,0.95156
0.92082,0.948693
0.92084,0.981477
0.92086,0.995959
0.92088,0.997423
0.9209,0.991888
0.92092,0.971583
0.92094,0.960893
0.92096,0.981105
0.92098,0.994142
0.921,0.991847
0.92102,0.974782
0.92104,0.962445
0.92106,0.978335
0.92108,0.987774
0.9211,0.972803
0.92112,0.968443
0.92114,0.986598
0.92116,0.995761
0.92118,0.994796
0.9212,0.994331
0.92122,0.997634
0.92124,0.999284
0.92126,0.999316
0.92128,0.999086
0.9213,0.996829
0.92132,0.993953
0.92134,0.995151
0.92136,0.998169
0.92138,0.999699
0.9214,0.999821
0.92142,0.999414
0.92144,0.999151
0.92146,0.998992
0.92148,0.997337
0.9215,0.986524
0.92152,0.954533
0.92154,0.94388
0.92156,0.976297
0.92158,0.994496
0.9216,0.996512
0.92162,0.994733
0.92164,0.994184
0.92166,0.992548
0.92168,0.976376
0.9217,0.920239
0.92172,0.879449
0.92174,0.931901
0.92176,0.980303
0.92178,0.991459
0.9218,0.986713
0.92182,0.98463
0.92184,0.991326
0.92186,0.994923
0.92188,0.996405
0.9219,0.994935
0.92192,0.980353
0.92194,0.929702
0.92196,0.872055
0.92198,0.858022
0.922,0.900859
0.92202,0.965544
0.92204,0.992513
0.92206,0.997703
0.92208,0.998962
0.9221,0.999514
0.92212,0.999818
0.92214,0.999959
0.92216,0.999867
0.92218,0.998932
0.9222,0.997173
0.92222,0.997518
0.92224,0.99897
0.92226,0.99855
0.92228,0.995251
0.9223,0.993428
0.92232,0.99684
0.92234,0.999125
0.92236,0.99932
0.92238,0.998814
0.9224,0.997335
0.92242,0.989151
0.92244,0.966519
0.92246,0.958744
0.92248,0.981453
0.9225,0.995405
0.92252,0.998511
0.92254,0.999195
0.92256,0.999338
0.92258,0.999582
0.9226,0.999589
0.92262,0.999448
0.92264,0.999295
0.92266,0.998946
0.92268,0.998143
0.9227,0.994925
0.92272,0.974795
0.92274,0.912805
0.92276,0.891067
0.92278,0.954302
0.9228,0.990692
0.92282,0.997459
0.92284,0.998712
0.92286,0.999193
0.92288,0.999453
0.9229,0.999665
0.92292,0.999876
0.92294,0.999945
0.92296,0.999546
0.92298,0.9984
0.923,0.998349
0.92302,0.999447
0.92304,0.999636
0.92306,0.998986
0.92308,0.995737
0.9231,0.983449
0.92312,0.97287
0.92314,0.984093
0.92316,0.994253
0.92318,0.989937
0.9232,0.970906
0.92322,0.965518
0.92324,0.984172
0.92326,0.994002
0.92328,0.987777
0.9233,0.97559
0.92332,0.98234
0.92334,0.989924
0.92336,0.988394
0.92338,0.989381
0.9234,0.992522
0.92342,0.997273
0.92344,0.999224
0.92346,0.999048
0.92348,0.996547
0.9235,0.981976
0.92352,0.951552
0.92354,0.957544
0.92356,0.987472
0.92358,0.997597
0.9236,0.998922
0.92362,0.999109
0.92364,0.998995
0.92366,0.998312
0.92368,0.9954
0.9237,0.979424
0.92372,0.939699
0.92374,0.93118
0.92376,0.959775
0.92378,0.973618
0.9238,0.98453
0.92382,0.986306
0.92384,0.988981
0.92386,0.995795
0.92388,0.997776
0.9239,0.995652
0.92392,0.995717
0.92394,0.995675
0.92396,0.987084
0.92398,0.979025
0.924,0.986489
0.92402,0.988079
0.92404,0.960468
0.92406,0.925362
0.92408,0.949669
0.9241,0.982575
0.92412,0.978547
0.92414,0.952102
0.92416,0.950784
0.92418,0.978266
0.9242,0.994053
0.92422,0.993608
0.92424,0.988126
0.92426,0.985019
0.92428,0.974526
0.9243,0.97136
0.92432,0.981237
0.92434,0.989825
0.92436,0.996443
0.92438,0.999226
0.9244,0.999875
0.92442,0.999892
0.92444,0.99903
0.92446,0.995709
0.92448,0.99345
0.9245,0.994763
0.92452,0.986276
0.92454,0.967516
0.92456,0.965954
0.92458,0.974856
0.9246,0.988254
0.92462,0.996161
0.92464,0.996015
0.92466,0.989069
0.92468,0.968302
0.9247,0.946633
0.92472,0.941304
0.92474,0.93517
0.92476,0.960239
0.92478,0.985078
0.9248,0.993633
0.92482,0.993439
0.92484,0.981087
0.92486,0.929635
0.92488,0.86658
0.9249,0.907621
0.92492,0.973132
0.92494,0.993235
0.92496,0.996658
0.92498,0.997288
0.925,0.998264
0.92502,0.9991
0.92504,0.999394
0.92506,0.999494
0.92508,0.999161
0.9251,0.997628
0.92512,0.996289
0.92514,0.996131
0.92516,0.992817
0.92518,0.981017
0.9252,0.964132
0.92522,0.973539
0.92524,0.991715
0.92526,0.997021
0.92528,0.997158
0.9253,0.995269
0.92532,0.984804
0.92534,0.936936
0.92536,0.87245
0.92538,0.907105
0.9254,0.970965
0.92542,0.992587
0.92544,0.997
0.92546,0.995676
0.92548,0.987859
0.9255,0.985065
0.92552,0.992782
0.92554,0.99283
0.92556,0.985465
0.92558,0.987246
0.9256,0.994727
0.92562,0.994904
0.92564,0.992916
0.92566,0.987262
0.92568,0.971791
0.9257,0.974949
0.92572,0.991316
0.92574,0.994391
0.92576,0.987583
0.92578,0.988284
0.9258,0.99632
0.92582,0.999375
0.92584,0.999838
0.92586,0.999735
0.92588,0.999271
0.9259,0.99701
0.92592,0.990543
0.92594,0.987339
0.92596,0.990731
0.92598,0.995666
0.926,0.999058
0.92602,0.999629
0.92604,0.997986
0.92606,0.994765
0.92608,0.994391
0.9261,0.99525
0.92612,0.995173
0.92614,0.987124
0.92616,0.975388
0.92618,0.978315
0.9262,0.983057
0.92622,0.989287
0.92624,0.991049
0.92626,0.967553
0.92628,0.908098
0.9263,0.897256
0.92632,0.944854
0.92634,0.964103
0.92636,0.969615
0.92638,0.982336
0.9264,0.980109
0.92642,0.980751
0.92644,0.984918
0.92646,0.962819
0.92648,0.93903
0.9265,0.963939
0.92652,0.988447
0.92654,0.989612
0.92656,0.985722
0.92658,0.989389
0.9266,0.994122
0.92662,0.993759
0.92664,0.993756
0.92666,0.996582
0.92668,0.999182
0.9267,0.999858
0.92672,0.999849
0.92674,0.999399
0.92676,0.998295
0.92678,0.997892
0.9268,0.99783
0.92682,0.998108
0.92684,0.995285
0.92686,0.984092
0.92688,0.980296
0.9269,0.992041
0.92692,0.998258
0.92694,0.997895
0.92696,0.996088
0.92698,0.996194
0.927,0.997391
0.92702,0.999159
0.92704,0.999911
0.92706,0.999963
0.92708,0.999567
0.9271,0.997553
0.92712,0.993286
0.92714,0.986072
0.92716,0.979526
0.92718,0.980509
0.9272,0.986216
0.92722,0.990493
0.92724,0.987008
0.92726,0.983627
0.92728,0.990726
0.9273,0.995489
0.92732,0.992737
0.92734,0.991386
0.92736,0.995008
0.92738,0.997935
0.9274,0.998341
0.92742,0.998138
0.92744,0.99447
0.92746,0.982904
0.92748,0.976048
0.9275,0.982801
0.92752,0.972963
0.92754,0.932941
0.92756,0.912501
0.92758,0.944145
0.9276,0.980406
0.92762,0.994664
0.92764,0.99583
0.92766,0.988802
0.92768,0.982899
0.9277,0.990214
0.92772,0.99453
0.92774,0.983486
0.92776,0.969544
0.92778,0.980318
0.9278,0.988082
0.92782,0.983717
0.92784,0.988172
0.92786,0.993788
0.92788,0.993728
0.9279,0.990184
0.92792,0.97011
0.92794,0.955603
0.92796,0.970522
0.92798,0.966743
0.928,0.947105
