col1,col2
1.17996,0.998423
1.17998,0.998557
1.18,0.998416
1.18002,0.997571
1.18004,0.9921
1.18006,0.977193
1.18008,0.972611
1.1801,0.987561
1.18012,0.996985
1.18014,0.999183
1.18016,0.999724
1.18018,0.999943
1.1802,0.999996
1.18022,1.0
1.18024,1.0
1.18026,1.0
1.18028,1.0
1.1803,0.999989
1.18032,0.999895
1.18034,0.999614
1.18036,0.999057
1.18038,0.997015
1.1804,0.989029
1.18042,0.978204
1.18044,0.983315
1.18046,0.994005
1.18048,0.996309
1.1805,0.995913
1.18052,0.997889
1.18054,0.999581
1.18056,0.999964
1.18058,0.999999
1.1806,1.0
1.18062,0.999997
1.18064,0.999951
1.18066,0.999715
1.18068,0.998594
1.1807,0.994284
1.18072,0.98984
1.18074,0.993373
1.18076,0.99699
1.18078,0.994394
1.1808,0.985478
1.18082,0.983963
1.18084,0.991033
1.18086,0.986976
1.18088,0.964751
1.1809,0.947175
1.18092,0.947411
1.18094,0.960693
1.18096,0.98403
1.18098,0.994323
1.181,0.995125
1.18102,0.995107
1.18104,0.997192
1.18106,0.998729
1.18108,0.999185
1.1811,0.999196
1.18112,0.998613
1.18114,0.996036
1.18116,0.99407
1.18118,0.99648
1.1812,0.998017
1.18122,0.99772
1.18124,0.996704
1.18126,0.994604
1.18128,0.988759
1.1813,0.96476
1.18132,0.892894
1.18134,0.837354
1.18136,0.898747
1.18138,0.965524
1.1814,0.981758
1.18142,0.981659
1.18144,0.987654
1.18146,0.993349
1.18148,0.992647
1.1815,0.988484
1.18152,0.989236
1.18154,0.992526
1.18156,0.988005
1.18158,0.969879
1.1816,0.960372
1.18162,0.978071
1.18164,0.990958
1.18166,0.993469
1.18168,0.992815
1.1817,0.99036
1.18172,0.986624
1.18174,0.982356
1.18176,0.972004
1.18178,0.932149
1.1818,0.804962
1.18182,0.633317
1.18184,0.564715
1.18186,0.497331
1.18188,0.509171
1.1819,0.731436
1.18192,0.904351
1.18194,0.961061
1.18196,0.976711
1.18198,0.979766
1.182,0.973852
1.18202,0.972081
1.18204,0.980037
1.18206,0.979302
1.18208,0.95927
1.1821,0.917131
1.18212,0.893738
1.18214,0.913093
1.18216,0.864635
1.18218,0.67474
1.1822,0.566393
1.18222,0.741634
1.18224,0.910756
1.18226,0.966987
1.18228,0.982785
1.1823,0.989098
1.18232,0.992344
1.18234,0.994228
1.18236,0.995431
1.18238,0.996277
1.1824,0.996869
1.18242,0.99721
1.18244,0.997344
1.18246,0.997305
1.18248,0.996949
1.1825,0.995666
1.18252,0.991268
1.18254,0.974963
1.18256,0.945472
1.18258,0.942382
1.1826,0.96257
1.18262,0.980143
1.18264,0.988517
1.18266,0.977963
1.18268,0.935079
1.1827,0.904764
1.18272,0.945141
1.18274,0.983573
1.18276,0.993903
1.18278,0.994633
1.1828,0.988981
1.18282,0.981161
1.18284,0.985975
1.18286,0.994875
1.18288,0.998151
1.1829,0.998948
1.18292,0.999274
1.18294,0.999431
1.18296,0.999399
1.18298,0.999276
1.183,0.998848
1.18302,0.996853
1.18304,0.989487
1.18306,0.978629
1.18308,0.979108
1.1831,0.988941
1.18312,0.996373
1.18314,0.998888
1.18316,0.999527
1.18318,0.999452
1.1832,0.998212
1.18322,0.997206
1.18324,0.998465
1.18326,0.99944
1.18328,0.998524
1.1833,0.995207
1.18332,0.993776
1.18334,0.997082
1.18336,0.999349
1.18338,0.999891
1.1834,0.999989
1.18342,0.999996
1.18344,0.99996
1.18346,0.999843
1.18348,0.999704
1.1835,0.999578
1.18352,0.999396
1.18354,0.999063
1.18356,0.9983
1.18358,0.995541
1.1836,0.983282
1.18362,0.957654
1.18364,0.956102
1.18366,0.98135
1.18368,0.993863
1.1837,0.995877
1.18372,0.995054
1.18374,0.993823
1.18376,0.995489
1.18378,0.996809
1.1838,0.995441
1.18382,0.987314
1.18384,0.958827
1.18386,0.925034
1.18388,0.941599
1.1839,0.978594
1.18392,0.993176
1.18394,0.996504
1.18396,0.997599
1.18398,0.998099
1.184,0.998342
1.18402,0.998399
1.18404,0.998344
1.18406,0.998232
1.18408,0.998097
1.1841,0.997884
1.18412,0.997492
1.18414,0.996918
1.18416,0.996113
1.18418,0.994939
1.1842,0.993142
1.18422,0.99011
1.18424,0.984265
1.18426,0.970217
1.18428,0.925147
1.1843,0.78241
1.18432,0.584396
1.18434,0.631621
1.18436,0.840256
1.18438,0.945865
1.1844,0.976244
1.18442,0.986107
1.18444,0.990162
1.18446,0.990585
1.18448,0.985052
1.1845,0.98074
1.18452,0.988009
1.18454,0.994517
1.18456,0.996105
1.18458,0.996188
1.1846,0.994615
1.18462,0.987875
1.18464,0.979267
1.18466,0.982778
1.18468,0.990032
1.1847,0.990875
1.18472,0.985943
1.18474,0.975886
1.18476,0.936413
1.18478,0.837612
1.1848,0.803744
1.18482,0.899412
1.18484,0.96706
1.18486,0.983771
1.18488,0.986481
1.1849,0.980047
1.18492,0.955536
1.18494,0.939995
1.18496,0.959962
1.18498,0.972035
1.185,0.950966
1.18502,0.858181
1.18504,0.702504
1.18506,0.712145
1.18508,0.869319
1.1851,0.957183
1.18512,0.982025
1.18514,0.989889
1.18516,0.99346
1.18518,0.995471
1.1852,0.996679
1.18522,0.997439
1.18524,0.99796
1.18526,0.998326
1.18528,0.998478
1.1853,0.998244
1.18532,0.998337
1.18534,0.998876
1.18536,0.998756
1.18538,0.99771
1.1854,0.996885
1.18542,0.996533
1.18544,0.991766
1.18546,0.979689
1.18548,0.979233
1.1855,0.991705
1.18552,0.99739
1.18554,0.996925
1.18556,0.995575
1.18558,0.997415
1.1856,0.999398
1.18562,0.999916
1.18564,0.99992
1.18566,0.999662
1.18568,0.998489
1.1857,0.993935
1.18572,0.989539
1.18574,0.993747
1.18576,0.998383
1.18578,0.999476
1.1858,0.999505
1.18582,0.999313
1.18584,0.998979
1.18586,0.998324
1.18588,0.996504
1.1859,0.988816
1.18592,0.963036
1.18594,0.935817
1.18596,0.952996
1.18598,0.982
1.186,0.993035
1.18602,0.99686
1.18604,0.997527
1.18606,0.995796
1.18608,0.995523
1.1861,0.998109
1.18612,0.999359
1.18614,0.997851
1.18616,0.99438
1.18618,0.995383
1.1862,0.998709
1.18622,0.999684
1.18624,0.999714
1.18626,0.999663
1.18628,0.999598
1.1863,0.999263
1.18632,0.998438
1.18634,0.998017
1.18636,0.998451
1.18638,0.998503
1.1864,0.998092
1.18642,0.997177
1.18644,0.994562
1.18646,0.983757
1.18648,0.941014
1.1865,0.878949
1.18652,0.902688
1.18654,0.966274
1.18656,0.990683
1.18658,0.996025
1.1866,0.997582
1.18662,0.998284
1.18664,0.998658
1.18666,0.998832
1.18668,0.998655
1.1867,0.997863
1.18672,0.997506
1.18674,0.998193
1.18676,0.998507
1.18678,0.99822
1.1868,0.997546
1.18682,0.996029
1.18684,0.991423
1.18686,0.97256
1.18688,0.920779
1.1869,0.88908
1.18692,0.935554
1.18694,0.979675
1.18696,0.993139
1.18698,0.996585
1.187,0.997724
1.18702,0.997533
1.18704,0.995696
1.18706,0.994219
1.18708,0.993888
1.1871,0.986514
1.18712,0.976622
1.18714,0.984015
1.18716,0.992776
1.18718,0.989427
1.1872,0.984511
1.18722,0.990242
1.18724,0.996749
1.18726,0.998432
1.18728,0.997459
1.1873,0.994215
1.18732,0.992371
1.18734,0.993664
1.18736,0.99648
1.18738,0.998228
1.1874,0.998355
1.18742,0.99798
1.18744,0.997181
1.18746,0.995399
1.18748,0.993484
1.1875,0.99175
1.18752,0.98345
1.18754,0.956774
1.18756,0.933108
1.18758,0.949743
1.1876,0.962101
1.18762,0.93166
1.18764,0.807273
1.18766,0.596301
1.18768,0.569686
1.1877,0.758349
1.18772,0.908637
1.18774,0.965465
1.18776,0.981739
1.18778,0.986636
1.1878,0.989325
1.18782,0.992498
1.18784,0.99432
1.18786,0.994457
1.18788,0.992095
1.1879,0.988042
1.18792,0.980635
1.18794,0.964834
1.18796,0.964584
1.18798,0.977138
1.188,0.981319
1.18802,0.987787
1.18804,0.992662
1.18806,0.992989
1.18808,0.991318
1.1881,0.987685
1.18812,0.979601
1.18814,0.955954
1.18816,0.86887
1.18818,0.668215
1.1882,0.579982
1.18822,0.762716
1.18824,0.918395
1.18826,0.968505
1.18828,0.982555
1.1883,0.98781
1.18832,0.989842
1.18834,0.989454
1.18836,0.983865
1.18838,0.958146
1.1884,0.899285
1.18842,0.881204
1.18844,0.931266
1.18846,0.961827
1.18848,0.956686
1.1885,0.892646
1.18852,0.811692
1.18854,0.860979
1.18856,0.95099
1.18858,0.984357
1.1886,0.992416
1.18862,0.995157
1.18864,0.995978
1.18866,0.99434
1.18868,0.991624
1.1887,0.993898
1.18872,0.997562
1.18874,0.99889
1.18876,0.999315
1.18878,0.999499
1.1888,0.999585
1.18882,0.999663
1.18884,0.999744
1.18886,0.999663
1.18888,0.999266
1.1889,0.997829
1.18892,0.992131
1.18894,0.98381
1.18896,0.98547
1.18898,0.99108
1.189,0.994672
1.18902,0.995958
1.18904,0.996646
1.18906,0.99775
1.18908,0.997872
1.1891,0.997244
1.18912,0.996025
1.18914,0.993528
1.18916,0.988293
1.18918,0.972524
1.1892,0.909285
1.18922,0.784561
1.18924,0.773685
1.18926,0.891288
1.18928,0.95717
1.1893,0.980806
1.18932,0.991608
1.18934,0.995431
1.18936,0.99704
1.18938,0.997878
1.1894,0.998215
1.18942,0.997398
1.18944,0.993388
1.18946,0.990245
1.18948,0.994485
1.1895,0.998359
1.18952,0.999336
1.18954,0.999518
1.18956,0.999583
1.18958,0.999642
1.1896,0.999757
1.18962,0.999914
1.18964,0.999989
1.18966,1.0
1.18968,0.999998
1.1897,0.999981
1.18972,0.999921
1.18974,0.999809
1.18976,0.999413
1.18978,0.997541
1.1898,0.988608
1.18982,0.975467
1.18984,0.981911
1.18986,0.994829
1.18988,0.997976
1.1899,0.996151
1.18992,0.994774
1.18994,0.997236
1.18996,0.999293
1.18998,0.999234
1.19,0.996652
1.19002,0.990336
1.19004,0.988515
1.19006,0.994444
1.19008,0.998059
1.1901,0.998778
1.19012,0.998676
1.19014,0.998293
1.19016,0.997675
1.19018,0.996641
1.1902,0.994647
1.19022,0.989769
1.19024,0.972528
1.19026,0.912679
1.19028,0.831012
1.1903,0.859372
1.19032,0.945037
1.19034,0.982748
1.19036,0.992451
1.19038,0.995664
1.1904,0.997151
1.19042,0.997971
1.19044,0.998481
1.19046,0.998819
1.19048,0.999049
1.1905,0.999162
1.19052,0.999098
1.19054,0.998931
1.19056,0.998652
1.19058,0.997681
1.1906,0.993262
1.19062,0.977225
1.19064,0.959942
1.19066,0.972685
1.19068,0.990966
1.1907,0.996473
1.19072,0.997219
1.19074,0.996709
1.19076,0.994923
1.19078,0.988566
1.1908,0.962845
1.19082,0.907862
1.19084,0.896269
1.19086,0.94982
1.19088,0.98426
1.1909,0.99337
1.19092,0.995119
1.19094,0.992625
1.19096,0.981553
1.19098,0.963312
1.191,0.94845
1.19102,0.96149
1.19104,0.985782
1.19106,0.994004
1.19108,0.991228
1.1911,0.972855
1.19112,0.947787
1.19114,0.959854
1.19116,0.986408
1.19118,0.996099
1.1912,0.998058
1.19122,0.998509
1.19124,0.998435
1.19126,0.997472
1.19128,0.991962
1.1913,0.972637
1.19132,0.956545
1.19134,0.972009
1.19136,0.985845
1.19138,0.99158
1.1914,0.996795
1.19142,0.999038
1.19144,0.99964
1.19146,0.999877
1.19148,0.99998
1.1915,0.999998
1.19152,0.999987
1.19154,0.999912
1.19156,0.999773
1.19158,0.999677
1.1916,0.999618
1.19162,0.99955
1.19164,0.999464
1.19166,0.999351
1.19168,0.999196
1.1917,0.998974
1.19172,0.998587
1.19174,0.997672
1.19176,0.994789
1.19178,0.988349
1.1918,0.9832
1.19182,0.970814
1.19184,0.918502
1.19186,0.862327
1.19188,0.90151
1.1919,0.962297
1.19192,0.979795
1.19194,0.984087
1.19196,0.987228
1.19198,0.983275
1.192,0.986146
1.19202,0.994691
1.19204,0.998221
1.19206,0.998766
1.19208,0.997483
1.1921,0.994632
1.19212,0.994286
1.19214,0.997111
1.19216,0.999195
1.19218,0.999824
1.1922,0.999974
1.19222,0.999998
1.19224,1.0
1.19226,1.0
1.19228,1.0
1.1923,0.999991
1.19232,0.999868
1.19234,0.99934
1.19236,0.998872
1.19238,0.999352
1.1924,0.999874
1.19242,0.999992
1.19244,0.999999
1.19246,0.999984
1.19248,0.999863
1.1925,0.999418
1.19252,0.99795
1.19254,0.993947
1.19256,0.989474
1.19258,0.983277
1.1926,0.977767
1.19262,0.986566
1.19264,0.995881
1.19266,0.998593
1.19268,0.998867
1.1927,0.998737
1.19272,0.998619
1.19274,0.997303
1.19276,0.98976
1.19278,0.967373
1.1928,0.955924
1.19282,0.977687
1.19284,0.994199
1.19286,0.998217
1.19288,0.999114
1.1929,0.999477
1.19292,0.999742
1.19294,0.999935
1.19296,0.999994
1.19298,1.0
1.193,1.0
1.19302,1.0
1.19304,1.0
1.19306,0.999995
1.19308,0.999931
1.1931,0.9997
1.19312,0.999317
1.19314,0.998723
1.19316,0.997357
1.19318,0.99179
1.1932,0.978569
1.19322,0.973562
1.19324,0.983255
1.19326,0.992362
1.19328,0.996523
1.1933,0.997445
1.19332,0.997161
1.19334,0.996355
1.19336,0.995045
1.19338,0.992839
1.1934,0.988617
1.19342,0.978429
1.19344,0.944756
1.19346,0.83455
1.19348,0.683949
1.1935,0.72831
1.19352,0.886155
1.19354,0.962192
1.19356,0.982912
1.19358,0.989531
1.1936,0.992131
1.19362,0.992107
1.19364,0.985639
1.19366,0.962769
1.19368,0.943632
1.1937,0.963847
1.19372,0.987631
1.19374,0.995352
1.19376,0.997333
1.19378,0.998134
1.1938,0.998644
1.19382,0.99909
1.19384,0.999367
1.19386,0.999552
1.19388,0.999806
1.1939,0.999967
1.19392,0.999998
1.19394,1.0
1.19396,1.0
1.19398,1.0
1.194,1.0
1.19402,1.0
1.19404,1.0
1.19406,0.999985
1.19408,0.999831
1.1941,0.999055
1.19412,0.99621
1.19414,0.992128
1.19416,0.993592
1.19418,0.997794
1.1942,0.999531
1.19422,0.999934
1.19424,0.999996
1.19426,0.999999
1.19428,0.999976
1.1943,0.999839
1.19432,0.999579
1.19434,0.999301
1.19436,0.998889
1.19438,0.997898
1.1944,0.994244
1.19442,0.978942
1.19444,0.949175
1.19446,0.949876
1.19448,0.979472
1.1945,0.993469
1.19452,0.994123
1.19454,0.982609
1.19456,0.961471
1.19458,0.966941
1.1946,0.988815
1.19462,0.997247
1.19464,0.998483
1.19466,0.997126
1.19468,0.991164
1.1947,0.986542
1.19472,0.992536
1.19474,0.998096
1.19476,0.99959
1.19478,0.999928
1.1948,0.99994
1.19482,0.999442
1.19484,0.99802
1.19486,0.997623
1.19488,0.998876
1.1949,0.99945
1.19492,0.999373
1.19494,0.999007
1.19496,0.99839
1.19498,0.997739
1.195,0.996731
1.19502,0.994102
1.19504,0.984544
1.19506,0.951402
1.19508,0.906392
1.1951,0.906037
1.19512,0.911014
1.19514,0.926593
1.19516,0.967927
1.19518,0.989748
1.1952,0.995469
1.19522,0.996819
1.19524,0.995718
1.19526,0.993853
1.19528,0.99567
1.1953,0.998526
1.19532,0.999637
1.19534,0.999793
1.19536,0.999541
1.19538,0.999222
1.1954,0.998861
1.19542,0.998163
1.19544,0.995943
1.19546,0.986426
1.19548,0.965657
1.1955,0.962379
1.19552,0.981495
1.19554,0.989343
1.19556,0.975838
1.19558,0.925783
1.1956,0.889342
1.19562,0.935465
1.19564,0.981099
1.19566,0.993917
1.19568,0.996496
1.1957,0.99675
1.19572,0.994804
1.19574,0.984799
1.19576,0.962387
1.19578,0.955562
1.1958,0.969615
1.19582,0.976139
1.19584,0.960831
1.19586,0.949709
1.19588,0.972121
1.1959,0.991638
1.19592,0.997274
1.19594,0.998688
1.19596,0.999163
1.19598,0.99925
1.196,0.999248
1.19602,0.999345
1.19604,0.998773
1.19606,0.997732
1.19608,0.996983
1.1961,0.993398
1.19612,0.990332
1.19614,0.99422
1.19616,0.997979
1.19618,0.998935
1.1962,0.999009
1.19622,0.998756
1.19624,0.998233
1.19626,0.997251
1.19628,0.994982
1.1963,0.987138
1.19632,0.95618
1.19634,0.897657
1.19636,0.897564
1.19638,0.955771
1.1964,0.987024
1.19642,0.99453
1.19644,0.996153
1.19646,0.995747
1.19648,0.990222
1.1965,0.974238
1.19652,0.966407
1.19654,0.982135
1.19656,0.994525
1.19658,0.997979
1.1966,0.999001
1.19662,0.999606
1.19664,0.999919
1.19666,0.999992
1.19668,0.999952
1.1967,0.999609
1.19672,0.999022
1.19674,0.999251
1.19676,0.999824
1.19678,0.999987
1.1968,0.999983
1.19682,0.99987
1.19684,0.999608
1.19686,0.999286
1.19688,0.998765
1.1969,0.997264
1.19692,0.991037
1.19694,0.973537
1.19696,0.962943
1.19698,0.978983
1.197,0.993603
1.19702,0.997785
1.19704,0.998402
1.19706,0.998169
1.19708,0.998776
1.1971,0.999686
1.19712,0.999972
1.19714,0.999972
1.19716,0.999817
1.19718,0.999462
1.1972,0.998777
1.19722,0.996116
1.19724,0.986517
1.19726,0.975724
1.19728,0.98259
1.1973,0.993897
1.19732,0.997507
1.19734,0.996854
1.19736,0.993613
1.19738,0.992998
1.1974,0.996233
1.19742,0.997856
1.19744,0.997669
1.19746,0.996896
1.19748,0.995513
1.1975,0.993052
1.19752,0.988215
1.19754,0.974927
1.19756,0.925785
1.19758,0.806242
1.1976,0.740151
1.19762,0.821364
1.19764,0.891529
1.19766,0.940466
1.19768,0.976793
1.1977,0.989999
1.19772,0.994125
1.19774,0.995993
1.19776,0.997063
1.19778,0.9978
1.1978,0.998415
1.19782,0.998841
1.19784,0.999061
1.19786,0.999203
1.19788,0.999312
1.1979,0.999403
1.19792,0.99951
1.19794,0.999693
1.19796,0.999824
1.19798,0.999879
1.198,0.999966
1.19802,0.999997
1.19804,1.0
1.19806,1.0
1.19808,1.0
1.1981,0.999999
1.19812,0.999984
1.19814,0.999771
1.19816,0.998302
1.19818,0.993837
1.1982,0.991677
1.19822,0.996108
1.19824,0.999241
1.19826,0.999918
1.19828,0.999962
1.1983,0.999611
1.19832,0.998194
1.19834,0.996704
1.19836,0.997592
1.19838,0.998831
1.1984,0.998887
1.19842,0.998222
1.19844,0.996899
1.19846,0.993126
1.19848,0.977006
1.1985,0.937506
1.19852,0.92362
1.19854,0.961822
1.19856,0.987741
1.19858,0.992234
1.1986,0.984861
1.19862,0.974571
1.19864,0.981769
1.19866,0.991988
1.19868,0.994145
1.1987,0.992785
1.19872,0.988374
1.19874,0.97533
1.19876,0.926249
1.19878,0.798994
1.1988,0.717063
1.19882,0.826979
1.19884,0.93845
1.19886,0.972377
1.19888,0.980459
1.1989,0.98446
1.19892,0.987404
1.19894,0.988117
1.19896,0.977453
1.19898,0.938126
1.199,0.89548
1.19902,0.922359
1.19904,0.969867
1.19906,0.987735
1.19908,0.99122
1.1991,0.988674
1.19912,0.974098
1.19914,0.949675
1.19916,0.936432
1.19918,0.882551
1.1992,0.804366
1.19922,0.854159
1.19924,0.947846
1.19926,0.983889
1.19928,0.99283
1.1993,0.995805
1.19932,0.997215
1.19934,0.998008
1.19936,0.998502
1.19938,0.99883
1.1994,0.999061
1.19942,0.99923
1.19944,0.999357
1.19946,0.999462
1.19948,0.999605
1.1995,0.999823
1.19952,0.999933
1.19954,0.999792
1.19956,0.999515
1.19958,0.999275
1.1996,0.999001
1.19962,0.99855
1.19964,0.997682
1.19966,0.995518
1.19968,0.986856
1.1997,0.952527
1.19972,0.90247
1.19974,0.920106
1.19976,0.971679
1.19978,0.992155
1.1998,0.996734
1.19982,0.998134
1.19984,0.998769
1.19986,0.999109
1.19988,0.999342
1.1999,0.99962
1.19992,0.999882
1.19994,0.999928
1.19996,0.999722
1.19998,0.999434
1.2,0.999213
1.20002,0.998964
1.20004,0.998582
1.20006,0.997935
1.20008,0.996689
1.2001,0.993541
1.20012,0.981799
1.20014,0.941394
1.20016,0.891068
1.20018,0.914691
1.2002,0.968475
1.20022,0.990245
1.20024,0.995665
1.20026,0.99748
1.20028,0.998276
1.2003,0.998549
1.20032,0.99858
1.20034,0.998549
1.20036,0.998449
1.20038,0.998038
1.2004,0.996426
1.20042,0.989971
1.20044,0.967049
1.20046,0.937462
1.20048,0.950671
1.2005,0.981915
1.20052,0.994503
1.20054,0.997572
1.20056,0.998512
1.20058,0.99878
1.2006,0.998868
1.20062,0.998995
1.20064,0.999037
1.20066,0.998399
1.20068,0.997176
1.2007,0.996901
1.20072,0.996426
1.20074,0.992342
1.20076,0.984242
1.20078,0.98172
1.2008,0.980359
1.20082,0.953013
1.20084,0.880562
1.20086,0.84771
1.20088,0.914811
1.2009,0.97194
1.20092,0.989714
1.20094,0.994703
1.20096,0.996697
1.20098,0.997729
1.201,0.998287
1.20102,0.998293
1.20104,0.996844
1.20106,0.992184
1.20108,0.986009
1.2011,0.983974
1.20112,0.989802
1.20114,0.996434
1.20116,0.998633
1.20118,0.998903
1.2012,0.998828
1.20122,0.998607
1.20124,0.998028
1.20126,0.996832
1.20128,0.993818
1.2013,0.982618
1.20132,0.943536
1.20134,0.894032
1.20136,0.916526
1.20138,0.968133
1.2014,0.9867
1.20142,0.982463
1.20144,0.968986
1.20146,0.972819
1.20148,0.988689
1.2015,0.996081
1.20152,0.997838
1.20154,0.998376
1.20156,0.998801
1.20158,0.999165
1.2016,0.999232
1.20162,0.999023
1.20164,0.99862
1.20166,0.998006
1.20168,0.996678
1.2017,0.995339
1.20172,0.995108
1.20174,0.993873
1.20176,0.989948
1.20178,0.9795
1.2018,0.93931
1.20182,0.833343
1.20184,0.763968
1.20186,0.830578
1.20188,0.849774
1.2019,0.841603
1.20192,0.913403
1.20194,0.970781
1.20196,0.98842
1.20198,0.993497
1.202,0.995668
1.20202,0.99687
1.20204,0.997618
1.20206,0.998119
1.20208,0.998475
1.2021,0.998736
1.20212,0.998938
1.20214,0.999159
1.20216,0.999532
1.20218,0.999881
1.2022,0.99999
1.20222,1.0
1.20224,1.0
1.20226,1.0
1.20228,1.0
1.2023,1.0
1.20232,1.0
1.20234,1.0
1.20236,0.999999
1.20238,0.999965
1.2024,0.999684
1.20242,0.998449
1.20244,0.995796
1.20246,0.995037
1.20248,0.997406
1.2025,0.998925
1.20252,0.999142
1.20254,0.998806
1.20256,0.997926
1.20258,0.995033
1.2026,0.981462
1.20262,0.944825
1.20264,0.929766
1.20266,0.96524
1.20268,0.989859
1.2027,0.993588
1.20272,0.988857
1.20274,0.986612
1.20276,0.992604
1.20278,0.997509
1.2028,0.998977
1.20282,0.999337
1.20284,0.999098
1.20286,0.997736
1.20288,0.996444
1.2029,0.997606
1.20292,0.998931
1.20294,0.999031
1.20296,0.998358
1.20298,0.997393
1.203,0.99567
1.20302,0.987784
1.20304,0.9653
1.20306,0.950884
1.20308,0.970368
1.2031,0.988587
1.20312,0.994347
1.20314,0.997077
1.20316,0.9982
1.20318,0.998466
1.2032,0.998451
1.20322,0.998238
1.20324,0.997757
1.20326,0.996758
1.20328,0.993879
1.2033,0.981589
1.20332,0.94517
1.20334,0.9175
1.20336,0.941373
1.20338,0.969343
1.2034,0.974993
1.20342,0.973854
1.20344,0.976875
1.20346,0.980009
1.20348,0.980592
1.2035,0.981046
1.20352,0.980327
1.20354,0.971355
1.20356,0.97597
1.20358,0.978455
1.2036,0.97117
1.20362,0.977642
1.20364,0.979735
1.20366,0.961639
1.20368,0.941396
1.2037,0.890722
1.20372,0.740029
1.20374,0.647892
1.20376,0.747435
1.20378,0.825635
1.2038,0.733545
1.20382,0.618936
1.20384,0.718405
1.20386,0.874317
1.20388,0.948404
1.2039,0.970101
1.20392,0.96502
1.20394,0.93936
1.20396,0.936961
1.20398,0.936086
1.204,0.888226
1.20402,0.883189
1.20404,0.928526
1.20406,0.941285
1.20408,0.961873
1.2041,0.98687
1.20412,0.994246
1.20414,0.994228
1.20416,0.984201
1.20418,0.95869
1.2042,0.957442
1.20422,0.979876
1.20424,0.990801
1.20426,0.995202
1.20428,0.994502
1.2043,0.980474
1.20432,0.954111
1.20434,0.960323
1.20436,0.976828
1.20438,0.976618
1.2044,0.98538
1.20442,0.993624
1.20444,0.988249
1.20446,0.964234
1.20448,0.956703
1.2045,0.982135
1.20452,0.995963
1.20454,0.998287
1.20456,0.998417
1.20458,0.997156
1.2046,0.988107
1.20462,0.963567
1.20464,0.960111
1.20466,0.984983
1.20468,0.996579
1.2047,0.998354
1.20472,0.998528
1.20474,0.99806
1.20476,0.994397
1.20478,0.977641
1.2048,0.959884
1.20482,0.975492
1.20484,0.993132
1.20486,0.997015
1.20488,0.997171
1.2049,0.996669
1.20492,0.995525
1.20494,0.991357
1.20496,0.975719
1.20498,0.957265
1.205,0.959829
1.20502,0.938825
1.20504,0.833649
1.20506,0.685887
1.20508,0.709938
1.2051,0.869776
1.20512,0.957121
1.20514,0.976506
1.20516,0.970329
1.20518,0.971294
1.2052,0.987103
1.20522,0.995067
1.20524,0.99699
1.20526,0.997731
1.20528,0.998177
1.2053,0.998453
1.20532,0.998264
1.20534,0.995708
1.20536,0.987419
1.20538,0.984381
1.2054,0.992872
1.20542,0.997804
1.20544,0.998573
1.20546,0.997942
1.20548,0.993939
1.2055,0.984002
1.20552,0.981606
1.20554,0.991208
1.20556,0.995647
1.20558,0.994159
1.2056,0.995213
1.20562,0.998232
1.20564,0.999397
1.20566,0.999698
1.20568,0.999823
1.2057,0.999904
1.20572,0.999974
1.20574,0.999998
1.20576,1.0
1.20578,1.0
1.2058,0.99999
1.20582,0.999897
1.20584,0.999675
1.20586,0.99948
1.20588,0.998826
1.2059,0.995619
1.20592,0.989694
1.20594,0.990636
1.20596,0.995207
1.20598,0.992326
1.206,0.986145
1.20602,0.990045
1.20604,0.996492
1.20606,0.998028
1.20608,0.998273
1.2061,0.998503
1.20612,0.997666
1.20614,0.992395
1.20616,0.981678
1.20618,0.98324
1.2062,0.993907
1.20622,0.997973
1.20624,0.998947
1.20626,0.999225
1.20628,0.998917
1.2063,0.998612
1.20632,0.998478
1.20634,0.998503
1.20636,0.997941
1.20638,0.994446
1.2064,0.981685
1.20642,0.96876
1.20644,0.978642
1.20646,0.985564
1.20648,0.965188
1.2065,0.905079
1.20652,0.87196
1.20654,0.927353
1.20656,0.976609
1.20658,0.991749
1.2066,0.995267
1.20662,0.995992
1.20664,0.994323
1.20666,0.981666
1.20668,0.964664
1.2067,0.976139
1.20672,0.993329
1.20674,0.997549
1.20676,0.998218
1.20678,0.998757
1.2068,0.998621
1.20682,0.998493
1.20684,0.998834
1.20686,0.998794
1.20688,0.998082
1.2069,0.996904
1.20692,0.991644
1.20694,0.971278
1.20696,0.957602
1.20698,0.976125
1.207,0.984634
1.20702,0.961043
1.20704,0.905257
1.20706,0.896683
1.20708,0.952344
1.2071,0.985435
1.20712,0.993502
1.20714,0.995611
1.20716,0.995592
1.20718,0.991192
1.2072,0.981062
1.20722,0.966096
1.20724,0.953045
1.20726,0.97061
1.20728,0.990378
1.2073,0.995925
1.20732,0.997205
1.20734,0.997064
1.20736,0.995733
1.20738,0.991827
1.2074,0.976671
1.20742,0.923248
1.20744,0.860062
1.20746,0.893056
1.20748,0.958351
1.2075,0.978977
1.20752,0.964469
1.20754,0.953193
1.20756,0.976131
1.20758,0.993743
1.2076,0.997768
1.20762,0.998672
1.20764,0.999027
1.20766,0.999105
1.20768,0.999257
1.2077,0.999538
1.20772,0.999595
1.20774,0.999456
1.20776,0.999147
1.20778,0.998692
1.2078,0.996361
1.20782,0.982179
1.20784,0.95876
1.20786,0.968752
1.20788,0.991275
1.2079,0.997966
1.20792,0.998786
1.20794,0.998497
1.20796,0.998114
1.20798,0.997966
1.208,0.997489
1.20802,0.99715
1.20804,0.996579
