NB1244	1.244	0.015	0.82	0.369897569	16.28620628
NB1261	1.261	0.016	0.85	0.381875977	16.16191394
PaB_off	1.294	0.038	0.85	0.403181441	15.94472001
Pab_off	1.329	0.033	0.86	0.423087453	15.74747004
NB1630	1.63	0.017	0.95	0.501584806	15.15810948
NB1653	1.652	0.016	0.96	0.502284714	15.17237082
Paa	1.876	0.022	0.94	0.487829498	15.52000425
Paa_off	1.948	0.036	0.93	0.478766941	15.65557675
NB2137	2.133	0.021	0.92	0.458892617	15.87333037
NB2167	2.164	0.022	0.94	0.457161229	15.87593105
