NB1244	1.244	0.015	0.82	0.4233	15.6705
NB1261	1.261	0.016	0.85	0.4265	15.6456
PaB_off	1.294	0.038	0.85	0.4326	15.6008
Pab_off	1.329	0.033	0.86	0.4389	15.5582
NB1630	1.63	0.017	0.95	0.4817	15.3803
NB1653	1.652	0.016	0.96	0.4838	15.3793
Paa	1.876	0.022	0.94	0.4945	15.4485
Paa_off	1.948	0.036	0.93	0.4931	15.498
NB2137	2.133	0.021	0.92	0.4768	15.6751
NB2167	2.164	0.022	0.94	0.472	15.7109
